context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,2054,2267270,0.753408,0.666134,0.695992,0.636275,0.666018,0.665769,0.4975,2055,0.709647,0.663201,0.690127,0.636275,0.663096,0.662897,-0.002933,-0.005865,0.0
10m,2054,112842,0.792662,0.70467,0.753666,0.655674,0.704479,0.703846,0.4828,2055,0.743654,0.709838,0.710655,0.70902,0.709834,0.709833,0.005168,-0.043011,0.053346
40m,2054,27536,0.824869,0.7418,0.824047,0.659554,0.74148,0.739842,0.4778,2055,0.775639,0.740652,0.778104,0.703201,0.740506,0.740196,-0.001148,-0.045943,0.043647
80m,2054,13143,0.846705,0.759104,0.783969,0.734239,0.759007,0.758891,0.4877,2055,0.785423,0.760502,0.769306,0.751697,0.760467,0.760459,0.001398,-0.014663,0.017459
120m,2054,8525,0.856899,0.775615,0.789834,0.761397,0.77556,0.775532,0.5271,2055,0.784052,0.774801,0.829912,0.71969,0.774586,0.773973,-0.000814,0.040078,-0.041707
240m,2054,3847,0.853752,0.771709,0.782991,0.760427,0.771665,0.771649,0.5123,2055,0.77965,0.770792,0.796676,0.744908,0.770691,0.770571,-0.000917,0.013685,-0.015519
