context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1742,2045430,0.683101,0.624787,0.744006,0.505568,0.682549,0.613795,0.4335,1741,0.643048,0.616551,0.573859,0.659243,0.595867,0.567518,-0.008236,-0.170147,0.153675
10m,1742,101804,0.686303,0.625526,0.66976,0.581292,0.646958,0.598533,0.4532,1741,0.646893,0.629356,0.546017,0.712695,0.588978,0.567755,0.00383,-0.123743,0.131403
40m,1742,24893,0.686315,0.619248,0.70843,0.530067,0.662457,0.602197,0.4483,1741,0.650666,0.621578,0.583913,0.659243,0.60333,0.573735,0.00233,-0.124517,0.129176
80m,1742,11899,0.687901,0.625575,0.727765,0.523385,0.675086,0.611229,0.3892,1741,0.651886,0.618651,0.493426,0.743875,0.557979,0.544095,-0.006924,-0.234339,0.22049
120m,1742,7732,0.689507,0.623671,0.688322,0.55902,0.654994,0.601354,0.4335,1741,0.656236,0.618639,0.566899,0.670379,0.593571,0.566938,-0.005032,-0.121423,0.111359
240m,1742,3503,0.687753,0.629366,0.768755,0.489978,0.6969,0.622344,0.399,1741,0.65166,0.620156,0.605568,0.634744,0.613088,0.578653,-0.00921,-0.163186,0.144766
