context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,2054,2267270,0.758153,0.674803,0.805474,0.544132,0.674294,0.668865,0.4532,2055,0.712664,0.676318,0.695992,0.656644,0.676241,0.676147,0.001515,-0.109482,0.112512
10m,2054,112842,0.773745,0.697903,0.634409,0.761397,0.69815,0.696821,0.5369,2055,0.71905,0.695705,0.69306,0.698351,0.695716,0.695707,-0.002197,0.058651,-0.063046
40m,2054,27536,0.79247,0.709792,0.698925,0.72066,0.709834,0.709781,0.5074,2055,0.742642,0.715691,0.719453,0.71193,0.715677,0.715676,0.005899,0.020528,-0.008729
80m,2054,13143,0.820626,0.723651,0.646139,0.801164,0.723953,0.72216,0.5911,2055,0.75939,0.735344,0.784946,0.685742,0.735151,0.734571,0.011693,0.138807,-0.115422
120m,2054,8525,0.831821,0.746532,0.668622,0.824442,0.746835,0.745171,0.5616,2055,0.766408,0.747828,0.752688,0.742968,0.747809,0.747808,0.001296,0.084066,-0.081474
240m,2054,3847,0.827351,0.752697,0.757576,0.747818,0.752678,0.752677,0.5419,2055,0.766915,0.752375,0.799609,0.705141,0.752191,0.751703,-0.000322,0.042033,-0.042677
