context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1856,2077920,0.728512,0.681797,0.657609,0.705986,0.672414,0.652338,0.5123,1857,0.673478,0.680184,0.694876,0.665493,0.685884,0.65946,-0.001613,0.037267,-0.040493
10m,1856,103428,0.734174,0.663716,0.829193,0.498239,0.727909,0.668631,0.4532,1857,0.672726,0.682169,0.737578,0.626761,0.703664,0.669847,0.018453,-0.091615,0.128521
40m,1856,25261,0.738979,0.663175,0.817547,0.508803,0.72306,0.66656,0.4384,1857,0.679421,0.678812,0.695652,0.661972,0.685345,0.658542,0.015637,-0.121894,0.153169
80m,1856,12060,0.743745,0.678954,0.759317,0.598592,0.710129,0.671287,0.5025,1857,0.686889,0.677478,0.761646,0.59331,0.710129,0.670453,-0.001476,0.002329,-0.005282
120m,1856,7830,0.745112,0.681311,0.756988,0.605634,0.710668,0.672855,0.4975,1857,0.68392,0.680638,0.753882,0.607394,0.709052,0.671705,-0.000673,-0.003106,0.001761
240m,1856,3567,0.746069,0.681431,0.801242,0.56162,0.727909,0.680803,0.468,1857,0.687345,0.68183,0.749224,0.614437,0.707974,0.671824,0.000399,-0.052019,0.052817
