context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,2020,2315280,0.693561,0.634695,0.736386,0.533003,0.614356,0.61411,0.4335,2021,0.646412,0.628919,0.535891,0.721947,0.647525,0.6298,-0.005776,-0.200495,0.188944
10m,2020,115254,0.700632,0.646246,0.679455,0.613036,0.639604,0.636249,0.4828,2021,0.649397,0.648721,0.637376,0.660066,0.65099,0.643902,0.002475,-0.042079,0.04703
40m,2020,28152,0.712059,0.64212,0.528465,0.755776,0.664851,0.643988,0.5419,2021,0.659421,0.655322,0.647277,0.663366,0.656931,0.650161,0.013201,0.118812,-0.092409
80m,2020,13462,0.738558,0.665429,0.519802,0.811056,0.694554,0.668829,0.5714,2021,0.677148,0.674711,0.704208,0.645215,0.668812,0.665088,0.009282,0.184406,-0.165842
120m,2020,8733,0.749279,0.681931,0.700495,0.663366,0.678218,0.673688,0.4877,2021,0.689763,0.679249,0.674505,0.683993,0.680198,0.673749,-0.002682,-0.02599,0.020627
240m,2020,3964,0.759693,0.6842,0.605198,0.763201,0.7,0.685341,0.5172,2021,0.694408,0.690182,0.643564,0.736799,0.699505,0.688897,0.005982,0.038366,-0.026403
