context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1856,2077920,0.788425,0.682612,0.849379,0.515845,0.747306,0.689468,0.399,1857,0.707243,0.718895,0.675466,0.762324,0.702047,0.68456,0.036283,-0.173913,0.246479
10m,1856,103428,0.795713,0.712738,0.774068,0.651408,0.73653,0.702588,0.4729,1857,0.722693,0.722143,0.745342,0.698944,0.731142,0.703896,0.009404,-0.028727,0.047535
40m,1856,25261,0.798126,0.730147,0.724379,0.735915,0.727909,0.705213,0.5616,1857,0.710237,0.710196,0.798913,0.621479,0.744612,0.705551,-0.019951,0.074534,-0.114437
80m,1856,12060,0.801997,0.720918,0.783385,0.658451,0.745151,0.711365,0.4483,1857,0.718066,0.723548,0.71118,0.735915,0.71875,0.69693,0.00263,-0.072205,0.077465
120m,1856,7830,0.797871,0.73234,0.763975,0.700704,0.744612,0.716334,0.5025,1857,0.737252,0.732624,0.766304,0.698944,0.74569,0.717102,0.000284,0.002329,-0.001761
240m,1856,3567,0.80237,0.725992,0.786491,0.665493,0.749461,0.716246,0.5025,1857,0.724163,0.72638,0.787267,0.665493,0.75,0.716738,0.000388,0.000776,0.0
