context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,161,160870,0.772073,0.508339,0.045455,0.971223,0.84472,0.494664,0.862,161,0.782313,0.708797,0.863636,0.553957,0.596273,0.536064,0.200458,0.818182,-0.417266
10m,161,8004,0.738391,0.501145,0.045455,0.956835,0.832298,0.488408,0.7241,161,0.758503,0.652878,0.5,0.805755,0.763975,0.610814,0.151733,0.454545,-0.151079
40m,161,1949,0.76259,0.539405,0.136364,0.942446,0.832298,0.544196,0.8373,161,0.789116,0.696861,0.818182,0.57554,0.608696,0.540563,0.157456,0.681818,-0.366906
80m,161,943,0.756377,0.577665,0.227273,0.928058,0.832298,0.587767,0.6551,161,0.782313,0.631295,0.5,0.76259,0.726708,0.580729,0.05363,0.272727,-0.165468
120m,161,614,0.723676,0.51308,0.090909,0.935252,0.819876,0.510433,0.9506,161,0.722789,0.696861,0.818182,0.57554,0.608696,0.540563,0.18378,0.727273,-0.359712
240m,161,287,0.694245,0.574068,0.227273,0.920863,0.826087,0.582283,0.8029,161,0.710884,0.631131,0.636364,0.625899,0.627329,0.530886,0.057063,0.409091,-0.294964
