context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,161,160870,0.76913,0.576521,0.181818,0.971223,0.863354,0.595662,0.7191,161,0.77551,0.682636,0.681818,0.683453,0.68323,0.579376,0.106115,0.5,-0.28777
10m,161,8004,0.815566,0.553793,0.136364,0.971223,0.857143,0.564199,0.7733,161,0.748299,0.773545,0.863636,0.683453,0.708075,0.624373,0.219751,0.727273,-0.28777
40m,161,1949,0.833551,0.565729,0.181818,0.94964,0.84472,0.57796,0.8029,161,0.756803,0.745912,0.909091,0.582734,0.627329,0.564865,0.180183,0.727273,-0.366906
80m,161,943,0.766841,0.572923,0.181818,0.964029,0.857143,0.589513,0.8275,161,0.727891,0.706671,0.636364,0.776978,0.757764,0.632485,0.133748,0.454545,-0.18705
120m,161,614,0.789078,0.60399,0.272727,0.935252,0.84472,0.618303,0.601,161,0.741497,0.635056,0.363636,0.906475,0.832298,0.637659,0.031066,0.090909,-0.028777
240m,161,287,0.773708,0.596795,0.272727,0.920863,0.832298,0.606143,0.8767,161,0.707483,0.737574,0.863636,0.611511,0.645963,0.574449,0.140778,0.590909,-0.309353
