context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1856,2077920,0.777337,0.701338,0.812888,0.589789,0.744612,0.700542,0.4483,1857,0.697024,0.698331,0.706522,0.690141,0.701509,0.676294,-0.003007,-0.106366,0.100352
10m,1856,103428,0.788437,0.71445,0.761646,0.667254,0.732759,0.701338,0.468,1857,0.705927,0.717856,0.690994,0.744718,0.707435,0.687661,0.003406,-0.070652,0.077465
40m,1856,25261,0.80103,0.735243,0.746894,0.723592,0.739763,0.71461,0.4532,1857,0.71391,0.73316,0.679348,0.786972,0.712284,0.696125,-0.002083,-0.067547,0.06338
80m,1856,12060,0.811011,0.738075,0.697981,0.778169,0.722522,0.704613,0.5271,1857,0.744755,0.733253,0.73059,0.735915,0.73222,0.709123,-0.004822,0.032609,-0.042254
120m,1856,7830,0.81209,0.732389,0.776398,0.68838,0.749461,0.719232,0.5025,1857,0.743683,0.731793,0.778727,0.684859,0.75,0.719277,-0.000596,0.002329,-0.003521
240m,1856,3567,0.81557,0.743707,0.75854,0.728873,0.749461,0.724072,0.5172,1857,0.743439,0.744429,0.774068,0.714789,0.755927,0.728386,0.000722,0.015528,-0.014085
