context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,161,160870,0.789405,0.73414,0.727273,0.741007,0.73913,0.631539,0.5025,161,0.782313,0.73414,0.727273,0.741007,0.73913,0.631539,0.0,0.0,0.0
10m,161,8004,0.803793,0.697188,0.545455,0.848921,0.807453,0.660129,0.596,161,0.758503,0.712557,0.727273,0.697842,0.701863,0.600826,0.01537,0.181818,-0.151079
40m,161,1949,0.852518,0.734303,0.590909,0.877698,0.838509,0.701852,0.6305,161,0.812925,0.782047,0.772727,0.791367,0.78882,0.683071,0.047744,0.181818,-0.086331
80m,161,943,0.887835,0.788097,0.727273,0.848921,0.832298,0.719856,0.6797,161,0.734694,0.822596,0.954545,0.690647,0.726708,0.650966,0.0345,0.227273,-0.158273
120m,161,614,0.855788,0.82276,0.818182,0.827338,0.826087,0.726986,0.6502,161,0.784014,0.750818,0.818182,0.683453,0.701863,0.613445,-0.071942,0.0,-0.143885
240m,161,287,0.861347,0.657783,0.409091,0.906475,0.838509,0.657783,0.6453,161,0.77551,0.754578,0.681818,0.827338,0.807453,0.686515,0.096795,0.272727,-0.079137
