context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1430,1518240,0.842929,0.770803,0.741606,0.8,0.772028,0.771161,0.5419,1429,0.77561,0.775898,0.80146,0.750336,0.774825,0.774814,0.005095,0.059854,-0.049664
10m,1430,75547,0.866963,0.790746,0.786861,0.794631,0.790909,0.790621,0.5025,1429,0.795932,0.789463,0.788321,0.790604,0.78951,0.789263,-0.001283,0.00146,-0.004027
40m,1430,18455,0.898998,0.809705,0.757664,0.861745,0.811888,0.810486,0.5862,1429,0.820222,0.822192,0.851095,0.793289,0.820979,0.820973,0.012487,0.093431,-0.068456
80m,1430,8756,0.925003,0.847636,0.849635,0.845638,0.847552,0.84738,0.5369,1429,0.86494,0.852898,0.880292,0.825503,0.851748,0.851738,0.005261,0.030657,-0.020134
120m,1430,5697,0.929161,0.846343,0.817518,0.875168,0.847552,0.846919,0.5813,1429,0.866662,0.856312,0.881752,0.830872,0.855245,0.855229,0.009969,0.064234,-0.044295
240m,1430,2605,0.920364,0.843022,0.835036,0.851007,0.843357,0.843062,0.532,1429,0.86089,0.843786,0.854015,0.833557,0.843357,0.843257,0.000764,0.018978,-0.01745
