context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,2054,2267270,0.76459,0.675163,0.773216,0.57711,0.674781,0.671792,0.4828,2055,0.714642,0.69003,0.730205,0.649855,0.689873,0.689437,0.014867,-0.043011,0.072745
10m,2054,112842,0.778204,0.693614,0.779081,0.608147,0.693281,0.691166,0.4631,2055,0.72938,0.704927,0.695015,0.71484,0.704966,0.704919,0.011313,-0.084066,0.106693
40m,2054,27536,0.79896,0.713289,0.725318,0.701261,0.713242,0.713218,0.5025,2055,0.744852,0.712816,0.72825,0.697381,0.712756,0.71271,-0.000474,0.002933,-0.00388
80m,2054,13143,0.812047,0.725531,0.755621,0.695441,0.725414,0.72521,0.5025,2055,0.753537,0.727494,0.761486,0.693501,0.727361,0.727096,0.001963,0.005865,-0.00194
120m,2054,8525,0.818885,0.731025,0.796676,0.665373,0.730769,0.729703,0.4975,2055,0.754444,0.732453,0.789834,0.675073,0.73223,0.731431,0.001428,-0.006843,0.009699
240m,2054,3847,0.821099,0.735287,0.770283,0.700291,0.735151,0.734877,0.4828,2055,0.757168,0.733722,0.741935,0.725509,0.73369,0.733683,-0.001565,-0.028348,0.025218
