task,head,context_length,k,split,context_length_min,total_compute_min,n_subjects,n_segments,seg_accuracy,seg_balanced_accuracy,seg_macro_f1,seg_auroc,mean_prob_accuracy,mean_prob_balanced_accuracy,mean_prob_macro_f1,mean_prob_auroc,majority_accuracy,majority_balanced_accuracy,majority_macro_f1,majority_auroc,mean_prob_auroc_ci_lo,mean_prob_auroc_ci_hi,mean_prob_bal_acc_ci_lo,mean_prob_bal_acc_ci_hi
age_class,lstm,10m,40,test,10.0,400.0,1862,74265,0.6582239278260285,0.6178749762501751,0.5805394305537911,0.8275405760536986,0.7126745435016112,0.6842270178366573,0.6461013638829673,0.8717202405871181,0.7073039742212675,0.6782447069112041,0.6396212717729245,0.8717202405871181,,,,
age_class,lstm,10m,5,test,10.0,50.0,1862,9303,0.6511877888853058,0.6126472045663992,0.5738341006256679,0.821878245339755,0.6954887218045113,0.6631314029078728,0.6223344747890173,0.8608486123987934,0.6809881847475833,0.6607521121057854,0.6103950287260343,0.8608486123987934,,,,
age_class,lstm,10m,50,test,10.0,500.0,1862,91170,0.659295820993748,0.6181599059260506,0.5801678808346143,0.828300509999647,0.7121374865735768,0.680360035924589,0.6432510238435308,0.8720612071391779,0.7062298603651987,0.6782276992407447,0.6392442567953127,0.8720612071391779,,,,
age_class,lstm,10m,6,test,10.0,60.0,1862,11163,0.6518856938099077,0.6147307288229268,0.5764789039170478,0.82559989291197,0.7051557465091299,0.6797391187941891,0.6383100696623728,0.865399751525135,0.673469387755102,0.6642724255736111,0.6101962986158135,0.865399751525135,,,,
age_class,lstm,10m,60,test,10.0,600.0,1862,99382,0.6669920106256666,0.6204540712542829,0.5814442100863321,0.8328727123830322,0.709452201933405,0.6770776241052457,0.6408803255878807,0.8719259376204086,0.7089151450053706,0.6779068166194566,0.640244533599646,0.8719259376204086,,,,
age_class,lstm,10m,8,test,10.0,80.0,1862,14883,0.6550426661291406,0.6186244635737498,0.5793753762380801,0.8254944892527133,0.6981740064446831,0.6738034418038664,0.6325670473889503,0.8674362430050456,0.6804511278195489,0.6726102988576881,0.6187224080267558,0.8674362430050456,,,,
age_class,lstm,10m,80,test,10.0,800.0,1862,103410,0.674373851658447,0.6229717601668291,0.583293037197972,0.8378405199008573,0.709452201933405,0.6773688804618625,0.6410637630374262,0.8720770648482657,0.709452201933405,0.6787890895245369,0.6411708415026215,0.8720770648482657,,,,
age_class,lstm,10m,all,test,10.0,,1862,103533,0.6747510455603527,0.6231258967755205,0.5834222226994724,0.8380802900121008,0.709452201933405,0.6773688804618625,0.6410637630374262,0.8720758101591345,0.709452201933405,0.6787890895245369,0.6411708415026215,0.8720758101591345,,,,
age_class,lstm,40m,1,test,40.0,40.0,1862,1862,0.6788399570354458,0.6186796616241667,0.6096902051660242,0.8432841179026571,0.6788399570354458,0.6186796616241667,0.6096902051660242,0.8432841179026571,0.6788399570354458,0.6186796616241667,0.6096902051660242,0.8432841179026571,,,,
age_class,lstm,40m,10,test,40.0,400.0,1862,18555,0.6895176502290488,0.6275053765507913,0.6125561911381036,0.8485678570216258,0.7207303974221267,0.6651062814813352,0.653990154136567,0.8884489635327624,0.7024704618689581,0.65524176403558,0.6385987750234169,0.8884489635327624,,,,
age_class,lstm,40m,12,test,40.0,480.0,1862,21918,0.6912127018888585,0.628527447477687,0.613068244979326,0.8493322244334441,0.7250268528464017,0.6695431575124252,0.6582884991210055,0.8898015477571127,0.7116004296455424,0.6644874217304263,0.6473030663425686,0.8898015477571127,,,,
age_class,lstm,40m,16,test,40.0,640.0,1862,24805,0.7010280185446482,0.6308686095199957,0.6138524879740573,0.855637079366934,0.7212674543501612,0.666862323456266,0.6559207838480017,0.8896718451734821,0.7137486573576799,0.663029082567851,0.6471323507929981,0.8896718451734821,,,,
age_class,lstm,40m,2,test,40.0,80.0,1862,3722,0.6722192369693714,0.613833596722392,0.6016826265136909,0.8383684288072962,0.700859291084855,0.6464064163905663,0.637668620515784,0.8626376034323678,0.6396348012889366,0.6618087822123906,0.6039067013291132,0.8626376034323678,,,,
age_class,lstm,40m,20,test,40.0,800.0,1862,25248,0.7045706590621039,0.6323341287643379,0.6148868607955403,0.8580130741714901,0.7207303974221267,0.6662713069078026,0.6554525608926793,0.889674986948498,0.7142857142857143,0.6633288427596975,0.6474839335917032,0.889674986948498,,,,
age_class,lstm,40m,25,test,40.0,1000.0,1862,25270,0.7048278591214879,0.6324528556294479,0.6149803504294232,0.858157351823552,0.7207303974221267,0.6662713069078026,0.6554525608926793,0.8896783245509544,0.7142857142857143,0.6633288427596975,0.6474839335917032,0.8896783245509544,,,,
age_class,lstm,40m,3,test,40.0,120.0,1862,5582,0.6861340021497672,0.6233927163003704,0.6107353099573198,0.8441814188836809,0.7201933404940923,0.6588371032755127,0.6482907326226472,0.8787735490897323,0.7003222341568206,0.6353689183176451,0.6184059249271208,0.8787735490897323,,,,
age_class,lstm,40m,4,test,40.0,160.0,1862,7441,0.6837790619540385,0.6228841957468408,0.6080729020069261,0.8456215700510471,0.7169709989258861,0.6585308966279276,0.6492796616374862,0.8817788470552066,0.6879699248120301,0.6656750783312951,0.6352807486889626,0.8817788470552066,,,,
age_class,lstm,40m,5,test,40.0,200.0,1862,9300,0.6861290322580645,0.6232406858971657,0.6094769387430623,0.8456381221918079,0.7250268528464017,0.664156252211683,0.6550202918463671,0.8832919369813396,0.7132116004296455,0.656432575285002,0.6426956555949048,0.8832919369813396,,,,
age_class,lstm,40m,6,test,40.0,240.0,1862,11159,0.6857245272873913,0.6234712332369786,0.6084458620675891,0.8476138816213572,0.7266380236305048,0.6686948999482638,0.6573252910315159,0.8869060596252302,0.7083780880773362,0.6739730384532456,0.6508272443530011,0.8869060596252302,,,,
age_class,lstm,40m,8,test,40.0,320.0,1862,14873,0.6913870772540845,0.6292922119260007,0.6148373471096736,0.8485336823658679,0.7255639097744361,0.6721729685572063,0.6613058488137489,0.888962832807163,0.7148227712137487,0.6718919990980448,0.6515449929190975,0.888962832807163,,,,
age_class,lstm,40m,all,test,40.0,,1862,25271,0.70483953939298,0.6324582444232739,0.6149845931544937,0.8581648574766242,0.7207303974221267,0.6662713069078026,0.6554525608926793,0.8896783245509544,0.7142857142857143,0.6633288427596975,0.6474839335917032,0.8896783245509544,,,,
age_class,lstm,80m,1,test,80.0,80.0,1862,1862,0.6928034371643395,0.6535215204637937,0.6389828725530511,0.8595040905595471,0.6928034371643395,0.6535215204637937,0.6389828725530511,0.8595040905595471,0.6928034371643395,0.6535215204637937,0.6389828725530511,0.8595040905595471,,,,
age_class,lstm,80m,10,test,80.0,800.0,1862,12063,0.7059603746994944,0.6515325975710183,0.6303035016309141,0.8688029327315386,0.7137486573576799,0.6691454660568046,0.6556756612982433,0.8837739236169678,0.6954887218045113,0.6643765975551749,0.6422211239573271,0.8837739236169678,,,,
age_class,lstm,80m,12,test,80.0,960.0,1862,12070,0.7061309030654516,0.6516178173355123,0.6303685412604109,0.8688975819548576,0.7137486573576799,0.6691454660568046,0.6556756612982433,0.8837726132794724,0.6954887218045113,0.6643765975551749,0.6422211239573271,0.8837726132794724,,,,
age_class,lstm,80m,2,test,80.0,160.0,1862,3721,0.6920182746573502,0.6532502505174549,0.6375362208151133,0.8583000516023196,0.7046186895810956,0.663211846445973,0.6497060868199965,0.8760433862516245,0.6546723952738991,0.6763545237934566,0.6229962828427187,0.8760433862516245,,,,
age_class,lstm,80m,3,test,80.0,240.0,1862,5580,0.6896057347670251,0.6465238539972832,0.6295314419107892,0.8584801491292682,0.7175080558539205,0.6724448855466072,0.659233843100365,0.88031735828478,0.6992481203007519,0.660868902681561,0.6412093071998656,0.88031735828478,,,,
age_class,lstm,80m,4,test,80.0,320.0,1862,7437,0.6918112141992739,0.6512287700737965,0.6322622642912085,0.8605145903804446,0.715359828141783,0.6759780919259102,0.6615423932891249,0.8844183580583778,0.6847475832438239,0.6775268186274591,0.6431461103116209,0.8844183580583778,,,,
age_class,lstm,80m,5,test,80.0,400.0,1862,9270,0.6898597626752967,0.6462368478835129,0.6278656589124869,0.8589020648732278,0.7142857142857143,0.6682441281017738,0.6553309550995,0.8832795853324201,0.7078410311493019,0.660824600443187,0.6460014981724386,0.8832795853324201,,,,
age_class,lstm,80m,6,test,80.0,480.0,1862,10856,0.6910464259395726,0.6452864069724394,0.6262108850963908,0.8597332058760024,0.7158968850698174,0.6706357631808074,0.6568563675250888,0.8839251353404108,0.6970998925886144,0.6661496472005649,0.6439192309520091,0.8839251353404108,,,,
age_class,lstm,80m,8,test,80.0,640.0,1862,11924,0.7031197584703119,0.6502844290209734,0.6292106908007206,0.8670906568420568,0.7137486573576799,0.6691454660568046,0.6556756612982433,0.8838446235913072,0.6949516648764769,0.6640768373633282,0.6418673938245625,0.8838446235913072,,,,
