context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,1856,2077920,0.743425,0.677811,0.776398,0.579225,0.716056,0.673363,0.4778,1857,0.672162,0.683908,0.718168,0.649648,0.697198,0.667345,0.006096,-0.05823,0.070423
10m,1856,103428,0.759766,0.68879,0.770186,0.607394,0.720366,0.681684,0.4532,1857,0.679009,0.697954,0.65295,0.742958,0.680496,0.663338,0.009164,-0.117236,0.135563
40m,1856,25261,0.770009,0.695231,0.798913,0.591549,0.735453,0.692596,0.4778,1857,0.692451,0.696456,0.76087,0.632042,0.721444,0.686328,0.001225,-0.038043,0.040493
80m,1856,12060,0.773729,0.706997,0.74146,0.672535,0.720366,0.690906,0.5074,1857,0.691888,0.707643,0.751553,0.663732,0.724677,0.69361,0.000645,0.010093,-0.008803
120m,1856,7830,0.774532,0.708496,0.75854,0.658451,0.727909,0.6958,0.4926,1857,0.69513,0.710387,0.75,0.670775,0.725754,0.695503,0.001892,-0.00854,0.012324
240m,1856,3567,0.778395,0.70878,0.76087,0.65669,0.728987,0.696528,0.5025,1857,0.69854,0.709841,0.764752,0.65493,0.731142,0.698223,0.001061,0.003882,-0.001761
