task,head,run_tag,context_length,k,split,context_length_min,total_compute_min,n_subjects,n_segments,seg_accuracy,seg_balanced_accuracy,seg_macro_f1,seg_auroc,mean_prob_accuracy,mean_prob_balanced_accuracy,mean_prob_macro_f1,mean_prob_auroc,majority_accuracy,majority_balanced_accuracy,majority_macro_f1,majority_auroc,mean_prob_auroc_ci_lo,mean_prob_auroc_ci_hi,mean_prob_bal_acc_ci_lo,mean_prob_bal_acc_ci_hi
age_class,lstm,,30s,1,test,0.5,0.5,1861,1861,0.6190220311660397,0.5186132152814795,0.5193527708154966,0.7865381627952267,0.6190220311660397,0.5186132152814795,0.5193527708154966,0.7865381627952267,0.6190220311660397,0.5186132152814795,0.5193527708154966,0.7865381627952267,,,,
age_class,lstm,,30s,10,test,0.5,5.0,1861,18610,0.6549167114454594,0.5799554863495279,0.5773520481100467,0.8190615198255619,0.6872649113379903,0.6130619294998446,0.6086023447258717,0.8536120259408766,0.6722192369693714,0.6129117404536576,0.6033424020559631,0.8536120259408766,,,,
age_class,lstm,,30s,100,test,0.5,50.0,1861,186100,0.6630413756045137,0.5888444358333674,0.5853076289629805,0.8268922970668969,0.6947877485222999,0.6168433561777601,0.6129339076856152,0.8580309596879002,0.6894142933906502,0.613743988721985,0.6090590093252234,0.8580309596879002,,,,
age_class,lstm,,30s,12,test,0.5,6.0,1861,22332,0.6556063048540212,0.5809590511469293,0.5777983959596663,0.8207964025881104,0.6883396023643202,0.6086765166450436,0.6044490822984323,0.8559181965133016,0.6765180010746911,0.6129838564545894,0.604338483812,0.8559181965133016,,,,
age_class,lstm,,30s,120,test,0.5,60.0,1861,223320,0.664436682787032,0.5905203448319488,0.5867297937729012,0.8265891485337312,0.6904889844169801,0.6169582947215155,0.6124023669048312,0.8574721818876573,0.6872649113379903,0.6134553123658338,0.6087833766181701,0.8574721818876573,,,,
age_class,lstm,,30s,16,test,0.5,8.0,1861,29776,0.6549905964535196,0.5816701011318361,0.5785470021608771,0.8224534489992802,0.6915636754433101,0.6204155821884241,0.6154837562772882,0.8561713327394492,0.6797420741536808,0.6143347643427912,0.6066879401026615,0.8561713327394492,,,,
age_class,lstm,,30s,160,test,0.5,80.0,1861,297760,0.6642362976894143,0.5902106784864486,0.5865531603560484,0.8268584124821866,0.6926383664696399,0.6180144630330305,0.6141100325709145,0.8579388526071972,0.6867275658248254,0.6120728142604086,0.6068875100168662,0.8579388526071972,,,,
age_class,lstm,,30s,2,test,0.5,1.0,1861,3722,0.607469102632993,0.525847768995254,0.5202687801655309,0.77502506048859,0.6340677055346587,0.540662046906147,0.5372599650175385,0.8041857611439719,0.5679742074153681,0.5633190949915206,0.5265867218895649,0.8041857611439719,,,,
age_class,lstm,,30s,20,test,0.5,10.0,1861,37220,0.6602364320257926,0.5892264372241193,0.5849733815558138,0.8245651543476974,0.6899516389038152,0.6212471486937051,0.6163529499513144,0.8578750011590541,0.6808167651800108,0.6181102339763834,0.6106493547246564,0.8578750011590541,,,,
age_class,lstm,,30s,200,test,0.5,100.0,1861,372200,0.6640703922622246,0.590959158962353,0.5871058290972423,0.8268565935933611,0.6899516389038152,0.616343288571454,0.6118715813421985,0.8577266715185318,0.6861902203116604,0.6117759902770308,0.6062575226708891,0.8577266715185318,,,,
age_class,lstm,,30s,25,test,0.5,12.5,1861,46525,0.6586996238581407,0.5843082647720003,0.5806001813271983,0.824356125342815,0.6856528747984955,0.6108987288829765,0.606086772597313,0.8563217614742676,0.6824288017195056,0.60567370807188,0.599768463744175,0.8563217614742676,,,,
age_class,lstm,,30s,250,test,0.5,125.0,1861,465250,0.6641826974744761,0.5908262945545842,0.586993635384474,0.8272814028150138,0.6915636754433101,0.6178701248549548,0.6135191482720687,0.8581985141476461,0.6845781837721655,0.6116530102822608,0.6066207213902731,0.8581985141476461,,,,
age_class,lstm,,30s,3,test,0.5,1.5,1861,5583,0.6260075228371843,0.5450075654462907,0.5409085196216258,0.7939690387425,0.662009672219237,0.5731302240512547,0.5687977212931138,0.8308695369442685,0.6421278882321333,0.5726110950207581,0.56140918902251,0.8308695369442685,,,,
age_class,lstm,,30s,30,test,0.5,15.0,1861,55830,0.6619917607021315,0.5874744831552482,0.5836323125445871,0.8254204762147133,0.6969371305749597,0.6205761094447406,0.6148656721963593,0.8584085066257369,0.6883396023643202,0.6169125998327423,0.6096390709307191,0.8584085066257369,,,,
