task,head,run_tag,context_length,epoch,is_best_epoch,is_overfit_epoch,train_loss,val_loss,train_bal_acc,val_bal_acc,val_auroc,num_classes,n_train,n_val,n_test,n_epochs_run,n_overfit_epochs,training_time_min,batch_size,seq_len,steps_per_epoch,windows_per_subject_train,n_trainable_params,input_dim,hidden_dim,save_snapshots,snapshot_interval,train_accuracy,train_balanced_accuracy,train_macro_f1,train_auroc,train_recall_class0,train_recall_class1,train_recall_class2,train_recall_class3,train_recall_class4,val_accuracy,val_balanced_accuracy,val_macro_f1,val_recall_class0,val_recall_class1,val_recall_class2,val_recall_class3,val_recall_class4,test_accuracy,test_balanced_accuracy,test_macro_f1,test_auroc,test_recall_class0,test_recall_class1,test_recall_class2,test_recall_class3,test_recall_class4
age_class,lstm,,30s,1,False,False,0.7536942664809706,0.9143456982437675,0.6353118082205191,0.5478221474995486,0.795952475327626,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,2,False,False,0.7514779515854902,0.8597605890455651,0.6384946871907661,0.5647002604526193,0.8041034251823866,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,3,False,False,0.7424706840735131,0.8531927769577843,0.6409788860075015,0.5557089922085462,0.8032435568262919,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,4,False,False,0.7392462659074636,0.8177063826465555,0.64329294855761,0.5950544025608077,0.8036963174296865,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,5,False,False,0.7368836579273317,0.8518386738604279,0.6510259191489852,0.5704989508441036,0.8022468400047061,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,6,False,False,0.7225780788136189,0.8078570658446256,0.6549566159100756,0.5995806960625015,0.7995815065639964,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,7,False,False,0.7169788396935974,0.8174421941419645,0.6562361165743714,0.6005270183086775,0.8056253220436304,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,8,False,False,0.7092873455221402,0.8247992170312316,0.6615341889079835,0.5855552185217832,0.8045444751486284,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,9,False,False,0.6959614646806024,0.9025452696295948,0.6660007553045161,0.54677988788944,0.8033429721675143,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,10,True,False,0.6851413910666689,0.8465877053172054,0.6757211553402122,0.5713730269143223,0.8096735638685888,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,0.7380392156862745,0.6920506135559754,0.6879983478470718,0.8894402018649177,0.572813487881981,0.7303888259720649,0.7729495268138801,,,0.6506724045185583,0.5713730269143223,0.5710661110728855,0.362303664921466,0.6503448275862069,0.7014705882352941,,,0.6410531972058033,0.564044376873158,0.5609874008581432,0.8098773881072625,0.3663265306122449,0.6328413284132841,0.6929652715939448,,
age_class,lstm,,30s,11,False,False,0.6796412407100682,0.8313220001472588,0.6829795088410382,0.5785172763364238,0.8062889684183654,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,12,False,False,0.6695070272910966,0.8161685251753583,0.6823368781551981,0.5981037735097651,0.807375898618283,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,13,False,False,0.6619822701313366,0.8326864275642465,0.6890801755111206,0.5869097956026607,0.808851709728355,3,43350,9295,9305,15,,165.77402373552323,32,,,,3500803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
