task,head,run_tag,context_length,epoch,is_best_epoch,is_overfit_epoch,train_loss,val_loss,train_bal_acc,val_bal_acc,val_auroc,num_classes,n_train,n_val,n_test,n_epochs_run,n_overfit_epochs,training_time_min,batch_size,seq_len,steps_per_epoch,windows_per_subject_train,n_trainable_params,input_dim,hidden_dim,save_snapshots,snapshot_interval,train_accuracy,train_balanced_accuracy,train_macro_f1,train_auroc,train_recall_class0,train_recall_class1,train_recall_class2,train_recall_class3,train_recall_class4,val_accuracy,val_balanced_accuracy,val_macro_f1,val_recall_class0,val_recall_class1,val_recall_class2,val_recall_class3,val_recall_class4,test_accuracy,test_balanced_accuracy,test_macro_f1,test_auroc,test_recall_class0,test_recall_class1,test_recall_class2,test_recall_class3,test_recall_class4
age_class,lstm,,30s,1,False,False,0.8786397801687016,0.8393329655976784,0.550321360662044,0.5813277596590223,0.7875200576628466,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,2,False,False,0.7990629617641756,0.8212105178115574,0.6063196471154177,0.5774270568779544,0.7976213496887391,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,3,False,False,0.7730521185847217,0.8042184865071145,0.6253328483341966,0.5829564001187828,0.808629083840858,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,4,False,False,0.7532660104230361,0.8005966537169139,0.6364664399681405,0.5988356606984233,0.8059566989014896,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,5,False,False,0.7361231561226338,0.7966608683951499,0.6489214914867771,0.5985243838270984,0.813068745416866,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,6,False,False,0.7238872516332634,0.806354139018994,0.6585115464233672,0.6081993743041277,0.8057044883410166,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,7,False,False,0.7138422013085418,0.8154728744825581,0.6651678486007158,0.6118448885149239,0.8046114384844637,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,8,False,False,0.6995327773920901,0.8104465544063644,0.6721483316446473,0.5955589410714198,0.8090679724630815,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,9,False,False,0.6916768633902644,0.8021676522823253,0.6815799478997008,0.6137046944188824,0.8104377511900598,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,10,False,False,0.6804318314688279,0.8341871740739875,0.6856617844297656,0.6146221254343286,0.8033266461177008,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,11,False,False,0.6673543519236139,0.8162551213822526,0.6912236245251187,0.5962336876470781,0.810781455977058,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,12,False,False,0.6584707017959175,0.8227163221937299,0.6939757476302275,0.6080796321235877,0.8056422516451315,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,13,False,False,0.6495881534252548,0.8290425770645306,0.7064058862940619,0.5892395132068601,0.814088225047014,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,14,False,False,0.6388949221840833,0.8203757665799165,0.7099635697135623,0.5980229694824527,0.8079873151321433,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,15,False,False,0.6277644797143728,0.8340440297113959,0.7141316306522087,0.5922146656580946,0.8063790034921423,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,16,False,False,0.6201631711433883,0.8228757181838915,0.7192880442265398,0.606801854217034,0.8080986299365329,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,17,False,False,0.6126751616004155,0.8278502593048153,0.7267427359990957,0.6117012970556442,0.809855885108322,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,18,True,False,0.6000018812763277,0.8517658934165303,0.7301907232599897,0.5874056363108616,0.8144080073176725,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,0.7591417695235898,0.7728025630153391,0.7455589066384931,0.9122209986609212,0.7838235294117647,0.8028009084027252,0.7317832512315271,,,0.6481461579795809,0.5874056363108616,0.5753577984931545,0.43781094527363185,0.6265957446808511,0.6978102189781021,,,0.6540075309306078,0.5923209322322399,0.5756305871888323,0.81956943716858,0.4371584699453552,0.6460992907801418,0.693705035971223,,
age_class,lstm,,30s,19,False,False,0.593375105030851,0.843607643418002,0.7387074930209625,0.5991181111062176,0.8125311671242024,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,20,False,False,0.5857487666591776,0.8639023848210273,0.7400052344517123,0.5845797736481954,0.8120065013918842,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,21,False,False,0.5740611472458751,0.8592709223600179,0.7481983469521355,0.5916734982230227,0.8070561649637488,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,22,False,False,0.5615404236322181,0.90260334388983,0.7533712469874008,0.5789956041091844,0.8107820732971615,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,23,False,False,0.5495887259550608,0.8659319197984231,0.7610845957532559,0.5958325703366998,0.8113312599286869,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,24,False,False,0.5406804056910993,0.8641416653582384,0.7652772271298559,0.5956867124232851,0.808645784191007,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,25,False,False,0.5299942057257032,0.9263744425735186,0.7710240482211836,0.5757478783542554,0.8106228768485145,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,26,False,False,0.5209581198817733,0.9119588117712228,0.775486479799051,0.5806297111017877,0.8130630492023553,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,27,False,False,0.5119942918658765,0.899802355110357,0.7787272140525009,0.59221735707238,0.8071073816993509,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,30s,28,False,False,0.5031273562893871,0.8969968422070298,0.7830669399713214,0.6012689116925081,0.8043139641220604,3,43345,9305,9295,28,0,21.96684121688207,32,6,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,10m,1,False,False,0.8661113854523884,0.8091563012508984,0.5632571717245723,0.5827861842622061,0.7997810323667256,3,43345,9305,9295,26,0,27.262802565097807,32,120,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
age_class,lstm,,10m,2,False,False,0.7854417262914506,0.7976930689517047,0.6122597757889864,0.5946731695871731,0.8084840240539197,3,43345,9305,9295,26,0,27.262802565097807,32,120,1355,5.0,658179,512,128,True,5,,,,,,,,,,,,,,,,,,,,,,,,,,
