context_length,n_subjects,n_windows_test,auroc,orig_balanced_accuracy,orig_recall_class0,orig_recall_class1,orig_accuracy,orig_macro_f1,optimal_threshold,val_n_subjects,val_balanced_accuracy_at_opt,tuned_balanced_accuracy,tuned_recall_class0,tuned_recall_class1,tuned_accuracy,tuned_macro_f1,balanced_accuracy_gain,recall_class0_gain,recall_class1_gain
30s,2020,2320100,0.714738,0.659694,0.688504,0.630884,0.65396,0.650288,0.4778,2021,0.669375,0.658722,0.630408,0.687036,0.664356,0.655605,-0.000972,-0.058096,0.056152
10m,2020,115492,0.708179,0.639627,0.729295,0.549959,0.621782,0.621246,0.4237,2021,0.66233,0.649477,0.587145,0.711808,0.661881,0.648998,0.009849,-0.142151,0.16185
40m,2020,28209,0.732095,0.675391,0.681088,0.669694,0.674257,0.66877,0.4778,2021,0.682575,0.67605,0.642769,0.709331,0.682673,0.673477,0.000659,-0.038319,0.039637
80m,2020,13493,0.757898,0.693122,0.703337,0.682907,0.691089,0.685966,0.4581,2021,0.698188,0.690306,0.631644,0.748968,0.70198,0.690069,-0.002816,-0.071693,0.066061
120m,2020,8753,0.768425,0.690979,0.779975,0.601982,0.673267,0.672496,0.3941,2021,0.702695,0.703277,0.665019,0.741536,0.710891,0.701407,0.012299,-0.114957,0.139554
240m,2020,3979,0.809575,0.727252,0.637824,0.81668,0.74505,0.73026,0.596,2021,0.729439,0.728989,0.755253,0.702725,0.723762,0.719807,0.001737,0.117429,-0.113955
